date,famille_transport,ligne,incidents
2019-11-09,intercites,Paris-Granville,
2019-11-09,intercites,Caen-Le Mans-Tours,['Difficultés de circulation du train (1 Intercités retardé).']
2019-11-09,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,['Travaux sur la ligne.']
2019-11-09,intercites,Paris-Briançon,['Travaux sur la ligne.']
2019-11-10,transilien,A,
2019-11-10,transilien,B,['Bagage oublié dans un train à Roissy Aéroport 2.']
2019-11-10,transilien,C,
2019-11-10,transilien,D,
2019-11-10,transilien,E,
2019-11-10,transilien,H,
2019-11-10,transilien,J,
2019-11-10,transilien,K,
2019-11-10,transilien,L,
2019-11-10,transilien,N,
2019-11-10,transilien,P,
2019-11-10,transilien,R,"[""Ralentissement à la suite des travaux d'amélioration de la gare de Savigny-le-Temple."", ""Panne d'un train à Paris Gare de Lyon.""]"
2019-11-10,transilien,U,"[""Travaux d'amélioration des voies et des aiguillages à Clamart.""]"
2019-11-10,transilien,T4,
2019-11-10,transilien,T11,
2019-11-10,ter,Grand Est,
2019-11-10,ter,Nouvelle-Aquitaine,
2019-11-10,ter,Auvergne-Rhône-Alpes,
2019-11-10,ter,Bourgogne-Franche-Comté,
2019-11-10,ter,Bretagne,
2019-11-10,ter,Centre-Val de Loire,
2019-11-10,ter,Occitanie,
2019-11-10,ter,Hauts-de-France,
2019-11-10,ter,Normandie,
2019-11-10,ter,Pays de la Loire,
2019-11-10,ter,Provence-Alpes-Côte d'Azur,
2019-11-10,tgv,nord,
2019-11-10,tgv,est,
2019-11-10,tgv,atlantique,
2019-11-10,tgv,sudest,
2019-11-10,tgv,ouigo,
2019-11-10,tgv,europe,
2019-11-10,intercites,Paris-Limoges-Toulouse,"['Travaux sur les voies, pas de circulations.']"
2019-11-10,intercites,Paris-Clermont,
2019-11-10,intercites,Bordeaux-Marseille,"['Travaux sur les voies, pas de circulations.']"
2019-11-10,intercites,Nantes-Bordeaux,
2019-11-10,intercites,Nantes-Lyon,"['Travaux sur les voies, pas de circulations.']"
2019-11-10,intercites,Toulouse-Bayonne,"['Travaux sur les voies, pas de circulations.']"
2019-11-10,intercites,Clermont-Béziers,
2019-11-10,intercites,Paris-Caen-Cherbourg Trouville/Deauville,
2019-11-10,intercites,Paris-Rouen-Le Havre,
2019-11-10,intercites,Paris-Granville,
2019-11-10,intercites,Caen-Le Mans-Tours,
2019-11-10,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,"['Travaux sur les voies, pas de circulations.']"
2019-11-10,intercites,Paris-Briançon,"['Travaux sur les voies, pas de circulations.']"
2019-11-11,transilien,A,"['Panne de signalisation à Neuilly Plaisance.', ""Panne d'un train à Achères."", 'Malaise voyageur dans un train à Vincennes.']"
2019-11-11,transilien,B,"['Absence de personnel de conduite.', 'Ralentissements suite à des travaux entre Parc des Expositions et Roissy Aéroport.', ""Panne d'un train à Paris Gare du Nord Souterraine.""]"
2019-11-11,transilien,C,
2019-11-11,transilien,D,
2019-11-11,transilien,E,
2019-11-11,transilien,H,
2019-11-11,transilien,J,
2019-11-11,transilien,K,
2019-11-11,transilien,L,
2019-11-11,transilien,N,
2019-11-11,transilien,P,
2019-11-11,transilien,R,"[""Panne d'un train à Cesson."", 'Attente de correspondance avec un train TER.']"
2019-11-11,transilien,U,
2019-11-11,transilien,T4,
2019-11-11,transilien,T11,
2019-11-11,ter,Grand Est,
2019-11-11,ter,Nouvelle-Aquitaine,"['Ralentissements suite à des travaux à Saintes (17 TER impactés).', 'Panne de signalisation à Bordeaux-Hourcade (4 TER impactés).']"
2019-11-11,ter,Auvergne-Rhône-Alpes,
2019-11-11,ter,Bourgogne-Franche-Comté,"['Panne sur un aiguillage à Perrigny-Triage (4 TER impactés).', ""Mise à quai tardive d'un train à Montchanin suite à des manœuvres et essais de freins plus longs (4 TER impactés).""]"
2019-11-11,ter,Bretagne,"['Adhérence dégradée au rail près de Quimper (4 TER impactés).', ""Panne d'un train à Vitré (3 TER impactés).""]"
2019-11-11,ter,Centre-Val de Loire,"['Défaut de géométrie de la voie à Mer (8 TER impactés).', 'Restitution tardive des travaux à Juvisy (7 TER impactés).']"
2019-11-11,ter,Occitanie,"['Incident caténaire à Lourdes (8 TER impactés).', 'Accident de personne à Pompignan (5 TER impactés).']"
2019-11-11,ter,Hauts-de-France,"[""Panne d'un train ECR à Aulnoye (9 TER impactés)."", 'Adhérence dégradée au rail à Maurois (6 TER impactés).']"
2019-11-11,ter,Normandie,"['Affaissement de la voie entre Lison et Molay Littry suite aux fortes pluies (7 TER impactés).', 'Panne sur un passage à niveau à St-Sever (3 TER impactés).']"
2019-11-11,ter,Pays de la Loire,
2019-11-11,ter,Provence-Alpes-Côte d'Azur,
2019-11-11,tgv,nord,
2019-11-11,tgv,est,
2019-11-11,tgv,atlantique,"['Dysfonctionnement des installations de surveillance des essieux sur la ligne Bretagne-Pays-de-la-Loire (11 TGV retardés).', ""Heurt d'un chevreuil sur la ligne à grande vitesse (10 TGV retardés)."", 'Mise à disposition tardive du matériel roulant (5 TGV retardés).']"
2019-11-11,tgv,sudest,
2019-11-11,tgv,ouigo,"[""Panne d'un TGV au départ de Paris Montparnasse (3 OUIGO retardés)."", ""Heurt d'un chevreuil sur la ligne à grande vitesse (3 OUIGO retardés)."", 'Limitation de vitesse sur la ligne à grande vitesse suite au séisme sur le secteur (3 OUIGO retardés).']"
2019-11-11,tgv,europe,"['Limitation de vitesse sur la ligne à grande vitesse suite au séisme sur le secteur (4 TGV retardés).', ""Heurt d'un gibier à Pont-de-Veyle (3 TGV retardés).""]"
2019-11-11,intercites,Paris-Limoges-Toulouse,"['Limitations de vitesse de Bersac à La Jonchère (2 Intercités retardés).', 'Panne de signalisation aux Aubrais (2 Intercités retardés).', 'Restitution tardive des travaux à Juvisy (2 Intercités retardés).', 'Panne de locomotive (1 Intercités retardé).']"
2019-11-11,intercites,Paris-Clermont,
2019-11-11,intercites,Bordeaux-Marseille,"['Accident de personne à Pompignan (3 Intercités retardés).', ""Panne d'un train au départ de Toulouse (1 Intercités retardé)."", 'Passages à niveau restés fermés (2 Intercités retardés).']"
2019-11-11,intercites,Nantes-Bordeaux,['Limitation de vitesse vers Clisson (2 Intercités retardés).']
2019-11-11,intercites,Nantes-Lyon,['Panne de train avant le départ de Lyon (1 Intercités retardé).']
2019-11-11,intercites,Toulouse-Bayonne,['Incidents caténaire entre Lourdes et Coarraze.']
2019-11-11,intercites,Clermont-Béziers,['Attente de correspondance à Clermont Ferrand (1 Intercités retardé).']
2019-11-11,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Mises à quai tardives à St Lazare.', 'Affaissement de la voie entre Lison et Molay Littry suite aux fortes pluies intempéries (2 Intercités retardés).', 'Bagage abandonné et services aux voyageurs en ligne (2 Intercités retardés).', 'Difficultés de traction pour faible adhérence (1 Intercités retardé).']"
2019-11-11,intercites,Paris-Rouen-Le Havre,
2019-11-11,intercites,Paris-Granville,
2019-11-11,intercites,Caen-Le Mans-Tours,['Panne de signalisation vers La Ferté Bernard (1 Intercités retardé).']
2019-11-11,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-11,intercites,Paris-Briançon,
2019-11-12,transilien,A,['Rail fissuré entre CDG-Etoile et Auber (zone RATP)']
2019-11-12,transilien,B,['Intervention de la police à Gare du Nord pour des pickpockets']
2019-11-12,transilien,C,"[""Panne d'un aiguillage à Invalides"", 'Incident caténaire à Dourdan']"
2019-11-12,transilien,D,"['Intervention de la police à Gare du Nord pour des pickpockets', ""Répercussions d'un accident de personne à Villers-St-Paul (60)""]"
2019-11-12,transilien,E,"[""Panne d'une rame à Haussmann-St-Lazare"", 'Petite fille oubliée dans un train à Noisy-le-Sec']"
2019-11-12,transilien,H,
2019-11-12,transilien,J,"['Panne de signalisation à Houilles', 'Rames immobilisées en maintenance']"
2019-11-12,transilien,K,
2019-11-12,transilien,L,['Accident de personne à Vaucresson']
2019-11-12,transilien,N,['Répercussions de retards de trains TER suite à la limitation des vitesses entre Le Mans et Rambouillet en raison des conditions climatiques (rails glissants)']
2019-11-12,transilien,P,['Panne de train à Paris-Est']
2019-11-12,transilien,R,
2019-11-12,transilien,U,
2019-11-12,transilien,T4,
2019-11-12,transilien,T11,"['Avaries sur une rame', ""Difficulté d'exploitation sur la ligne""]"
2019-11-12,ter,Grand Est,
2019-11-12,ter,Nouvelle-Aquitaine,"['Retards en sortie de dépôt à Limoges (7 TER impactés)', 'Suite inondations dans le secteur de Bordeaux Saint Jean (9 TER Impactés)']"
2019-11-12,ter,Auvergne-Rhône-Alpes,"['panne de signalisation à Romanèche (17 trains impactés), Firminy (12 TER impactés) et à St-Priest (10 TER impactés)']"
2019-11-12,ter,Bourgogne-Franche-Comté,
2019-11-12,ter,Bretagne,"['Vitesses limitées en raison des conditions climatiques (rails glissants) à Auray (20 TER impactés)', 'Panne de train à Landerneau (6 TER impactés)']"
2019-11-12,ter,Centre-Val de Loire,"['Vitesses limitées en raison des conditions climatiques (rails glissants) à Nogent-le-Rotrou (12 TER impactés)', 'Incident caténaire à Dourdan (10 TER impactés)']"
2019-11-12,ter,Occitanie,"['Panne de train à Toulouse-Matabiau (22 TER impactés)', 'Travaux dans les voies à Montpellier (9 TER impactés)']"
2019-11-12,ter,Hauts-de-France,"[""Vitesses limitées à Creil suite à des travaux programmés sur un poste d'aiguillage (56 TER impactés)"", 'Chute d’une personne d’un pont routier sur les voies à Villers-St-Paul (53 TER impactés)', ""Avarie d'un passage à niveau à Haubourdin (21 TER impactés)""]"
2019-11-12,ter,Normandie,"[""Erreur de commande d'un contrôleur à Rouen-rive-Droite (6 TER impactés)"", ""Erreur de conduite d'un conducteur à Houilles-Carrières-sur-Seine (6 TER impactés)""]"
2019-11-12,ter,Pays de la Loire,
2019-11-12,ter,Provence-Alpes-Côte d'Azur,
2019-11-12,tgv,nord,"['Vitesses réduites pour vérification après un séisme ressenti en Ardèche (3 TGV retardés)', 'Avarie de portes sur un train (2 TGV retardés)']"
2019-11-12,tgv,est,"[""Émission intempestive de l'alerte radio au niveau de Bischheim  (7 TGV retardés)""]"
2019-11-12,tgv,atlantique,"[""Heurt d'une biche à St Avertin sur LGV SEA (11 TGV retardés)"", 'Pannes de trains à Paris Montparnasse et Dax (4 TGV retardés)', 'Vitesses réduites pour vérification après un séisme ressenti en Ardèche (2 TGV retardés)']"
2019-11-12,tgv,sudest,"['Vitesses réduites pour vérification après un séisme ressenti en Ardèche (4 TGV retardés)', 'Vitesses réduites en raison de travaux à Marseille et Montpellier (4 TGV retardés)']"
2019-11-12,tgv,ouigo,
2019-11-12,tgv,europe,"[""Émission intempestive de l'alerte radio au niveau de Bischheim (2 TGV retardés)"", ""Travaux d'entretien des voies terminés en retard près de Dijon (2 TGV retardés)""]"
2019-11-12,intercites,Paris-Limoges-Toulouse,"['Limitations de vitesse de Bersac à La Jonchère (1 Intercités retardé)', ""Panne d'installations de voie à Vierzon et Dourdan (3 Intercités retardés)"", ""Heurt d'un sanglier à Argenton (1 Intercités retardé)"", 'Manifestants sur les voies à Argenton (1 Intercités retardé)', 'Intervention de la police à Vierzon (1 Intercités retardé)']"
2019-11-12,intercites,Paris-Clermont,
2019-11-12,intercites,Bordeaux-Marseille,
2019-11-12,intercites,Nantes-Bordeaux,"[""Présence d'un cheval sur les voies entre Luçon et La Rochelle  (2 Intercités retardés)""]"
2019-11-12,intercites,Nantes-Lyon,
2019-11-12,intercites,Toulouse-Bayonne,"['Limitation de vitesse entre Boussens et Carbonne', 'Vitesses limitées en raison des conditions météo (rails glissants) à Peyrehorade']"
2019-11-12,intercites,Clermont-Béziers,['Vitesses réduites entre Millau et Bédarieux']
2019-11-12,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Mises à quai tardives à St Lazare  (3 Intercités retardés)', 'Affaissement de la voie entre Lison et Molay Littry suite aux fortes pluies (12 Intercités retardés)', 'Préparation retardée de trains au départ (2 Intercités retardés)', 'Vitesses limitées en raison des conditions météo (rails glissants) (1 Intercités retardé)']"
2019-11-12,intercites,Paris-Rouen-Le Havre,"['Panne de train à Vernon (1 Intercités retardé)', ""Répercussions de la panne d'un Transilien à Houilles (1 Intercités retardé)"", ""Panne d'installations de voie à Paris St Lazare et Rouen (2 Intercités retardés)."", 'Erreur dans la commande de personnel (1 Intercités retardé)', ""Personnels retardés par des retards d'autres trains (4 Intercités retardés)""]"
2019-11-12,intercites,Paris-Granville,"['Vitesses limitées en raison des conditions météo (rails glissants) (2 Intercités retardés)', ""Suspicion d'avarie sur un passage à niveau à Dreux (1 Intercités retardé)""]"
2019-11-12,intercites,Caen-Le Mans-Tours,['Déformation des voies entre Neuville et La Hutte suite aux fortes pluies (1 Intercités retardé)']
2019-11-12,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-12,intercites,Paris-Briançon,"[""Panne d'un train de marchandises à St Florentin Vergigny (1 Intercités retardé)""]"
2019-11-13,transilien,A,"['Alarmes incendie au poste de gestion des circulation de Poissy', 'Pannes de signalisation à Poissy']"
2019-11-13,transilien,B,"['Intervention de police à Aéroport-CDG1', 'Procédure bagage suspect à Aéroport-CDG 2 TGV']"
2019-11-13,transilien,C,"['Vitesses limitées en raison des conditions météo (rails glissants)', 'Panne sur une rame à Pontoise', ""Signal d'alarme malveillant à Bibliothèque-F. Mitterrand""]"
2019-11-13,transilien,D,"[""Panne d'une rame à Malesherbes"", 'Rétention de portes (malveillance) à Gare du Nord', 'Rames immobilisées en maintenance']"
2019-11-13,transilien,E,"['Alerte de sécurité pour une personne tombée sur la voie à Pantin', 'Alerte de sécurité pour une rixe entre bandes dans les voies à Val-de-Fontenay', 'Travaux de maintenance des voies rendus en retard à Nogent-le-Perreux']"
2019-11-13,transilien,H,
2019-11-13,transilien,J,"['Alarmes incendie au poste de gestion des circulation de Poissy', 'Pannes de signalisation à Poissy']"
2019-11-13,transilien,K,
2019-11-13,transilien,L,
2019-11-13,transilien,N,
2019-11-13,transilien,P,
2019-11-13,transilien,R,
2019-11-13,transilien,U,
2019-11-13,transilien,T4,
2019-11-13,transilien,T11,['Panne de signalisation à Epinay-sur-Seine']
2019-11-13,ter,Grand Est,
2019-11-13,ter,Nouvelle-Aquitaine,"['Pannes de signalisation à La Grave d’Embarès (8 TER impactés) et à Sorac-en-Périgord (5 TER impactés)', 'Panne de train à Langon (6 TER impactés)', 'Vitesses limitées en raison des conditions météo (rails glissants) à La Jonchère (5 TER impactés)']"
2019-11-13,ter,Auvergne-Rhône-Alpes,
2019-11-13,ter,Bourgogne-Franche-Comté,
2019-11-13,ter,Bretagne,"[""Répercussions de la panne d'un TGV à Auray (14 TER impactés)""]"
2019-11-13,ter,Centre-Val de Loire,
2019-11-13,ter,Occitanie,
2019-11-13,ter,Hauts-de-France,"[""Heurt d'animaux par un train à Albert (12 TER impactés)""]"
2019-11-13,ter,Normandie,['Alarmes incendie au poste de gestion des circulation de Poissy (15 TER impactés)']
2019-11-13,ter,Pays de la Loire,
2019-11-13,ter,Provence-Alpes-Côte d'Azur,
2019-11-13,tgv,nord,
2019-11-13,tgv,est,
2019-11-13,tgv,atlantique,
2019-11-13,tgv,sudest,
2019-11-13,tgv,ouigo,
2019-11-13,tgv,europe,
2019-11-13,intercites,Paris-Limoges-Toulouse,"['Panne de train au départ de Paris', 'Panne de signalisation près de Vierzon', 'Manifestation sur les voies à Argenton', ""Intervention des forces de l'ordre pour un voyageur récalcitrant à Montauban"", 'Vitesses limitées en raison des conditions météo (rails glissants) entre Limoges et Masseret']"
2019-11-13,intercites,Paris-Clermont,
2019-11-13,intercites,Bordeaux-Marseille,
2019-11-13,intercites,Nantes-Bordeaux,['Panne de train à Saintes avec report des clients sur TER et bus']
2019-11-13,intercites,Nantes-Lyon,
2019-11-13,intercites,Toulouse-Bayonne,
2019-11-13,intercites,Clermont-Béziers,
2019-11-13,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Poursuite de travaux de confortement des voies dégradées par de fortes pluies à Lison', ""Heurt d'un animal par un train Caen-Paris"", 'Alarmes incendie au poste de gestion des circulation de Poissy (17 IC impactés)']"
2019-11-13,intercites,Paris-Rouen-Le Havre,['Alarmes incendie au poste de gestion des circulation de Poissy (17 IC impactés)']
2019-11-13,intercites,Paris-Granville,
2019-11-13,intercites,Caen-Le Mans-Tours,['Attente en gare de Caen pour permettre une correspondance']
2019-11-13,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-13,intercites,Paris-Briançon,
2019-11-14,transilien,A,"['Incidents divers en zone RATP dans Paris', ""Répercussions d'une intervention de la police à Bécon-Les-Bruyères suite à une agression de client sur la ligne L""]"
2019-11-14,transilien,B,"[""Prise en charge d'un train par un système de sécurité à Gare du Nord""]"
2019-11-14,transilien,C,['Travaux de maintenance des voies réalisés de nuit terminés en retard à Paris-Austerlitz et Dourdan']
2019-11-14,transilien,D,['Accident de personne à Garges-Sarcelles']
2019-11-14,transilien,E,"['Travaux de maintenance des voies de nuit terminés en retard à Nogent-le-Perreux', 'Répercussions de travaux de maintenance de voies terminés en retard sur la LGV Est', 'Panne de signalisation à Emerainville', 'Déformation de la voie à Rosny-Bois-Perrier']"
2019-11-14,transilien,H,
2019-11-14,transilien,J,
2019-11-14,transilien,K,['Vitesses limitées en raison de conditions météo défavorables (rails glissants) vers Compans']
2019-11-14,transilien,L,
2019-11-14,transilien,N,['Conséquences du retard important des travaux de nuit à Paris-Austerlitz sur le RER C']
2019-11-14,transilien,P,"['Travaux de nuit terminés en retard à Nogent-le-Perreux', 'Conséquences de retards de travaux sur la LGV Est', 'Panne de signalisation à Emerainville', 'Déformation des voies à Rosny-Bois-Perrier']"
2019-11-14,transilien,R,
2019-11-14,transilien,U,
2019-11-14,transilien,T4,
2019-11-14,transilien,T11,"[""Panne d'une rame""]"
2019-11-14,ter,Grand Est,
2019-11-14,ter,Nouvelle-Aquitaine,"['Inondations vers Tyrosse ( 12 TER impactés)', 'Panne de train à La Rochelle-Ville (5 TER impactés)']"
2019-11-14,ter,Auvergne-Rhône-Alpes,"[""Conséquences des fortes chutes de neige sur l'ensemble de la région""]"
2019-11-14,ter,Bourgogne-Franche-Comté,"['Panne de train à Chamvans-les-Dole (11 TER impactés)', 'Panne de signalisation à Neuvy-sur-Loire (7 TER impactés)']"
2019-11-14,ter,Bretagne,
2019-11-14,ter,Centre-Val de Loire,
2019-11-14,ter,Occitanie,
2019-11-14,ter,Hauts-de-France,"['Accident de personne à Garges-les-Gonesse (43 TER impactés)', 'Rail fissuré à Etaples-le-Touquet (14 TER impactés)', 'Panne de train à Ribécourt (13 TER impactés)']"
2019-11-14,ter,Normandie,"[""Chute d'une branche sur la caténaire à Bréauté (18 TER impactés)"", 'Avarie sur un passage à niveau à Serquigny (8 TER impactés)']"
2019-11-14,ter,Pays de la Loire,
2019-11-14,ter,Provence-Alpes-Côte d'Azur,['Conséquences des fortes pluies sur la région']
2019-11-14,tgv,nord,['Accident de personne à Garges (11 TGV retardés)']
2019-11-14,tgv,est,['Travaux de maintenance des voies terminés en retard sur la ligne à grande vitesse est-européenne (20 TGV retardés)']
2019-11-14,tgv,atlantique,
2019-11-14,tgv,sudest,['Réduction des vitesses maximales dans la traversées de zones enneigées pour éviter les projections de blocs de glace sur les trains (10 TGV retardés)']
2019-11-14,tgv,ouigo,"['Travaux de maintenance des voies terminés en retard sur la ligne à grande vitesse est-européenne (7 OUIGO retardés)', 'Conséquences fortes chutes de neige sur la région de Valence (2 OUIGO retardés)']"
2019-11-14,tgv,europe,['Travaux de maintenance des voies terminés en retard sur la ligne à grande vitesse est-européenne (20 TGV retardés)']
2019-11-14,intercites,Paris-Limoges-Toulouse,"['Intervention de la police dans un train à Vierzon', ""Manifestants en gare d'Argenton-sur-Creuse"", 'Vitesses limitées en raison de conditions météo défavorables (rails glissants) vers Compans', 'Vitesses limitées en raison de conditions météo défavorables (rails glissants) entre Argenton-sur-Creuse et La Souterraine']"
2019-11-14,intercites,Paris-Clermont,"['Avarie sur un passage à niveau', 'Pannes de signalisation entre Cosne et Gien et entre St Germain des Fossés et la Ferté']"
2019-11-14,intercites,Bordeaux-Marseille,"['Passage à niveau forcé et endommagé par un automobiliste vers Marmande', ""Avarie d'un passage à niveau entre Dieupentale et Montbartier""]"
2019-11-14,intercites,Nantes-Bordeaux,['Limitation de vitesse entre Roanne et St Germain des Fossés suite aux intempéries']
2019-11-14,intercites,Nantes-Lyon,
2019-11-14,intercites,Toulouse-Bayonne,"[""Avarie d'un train de travaux en gare de Tarbes"", 'Conséquences de fortes pluies entre Bayonne et Labenne']"
2019-11-14,intercites,Clermont-Béziers,
2019-11-14,intercites,Paris-Caen-Cherbourg Trouville/Deauville,['Vitesses limitées entre Le Molay et Lison suite aux travaux de confortement des voies après les dégradations causées par les fortes pluies']
2019-11-14,intercites,Paris-Rouen-Le Havre,['Heurt d’un arbre par un train de marchandises vers Bréauté (12 IC impactés)']
2019-11-14,intercites,Paris-Granville,
2019-11-14,intercites,Caen-Le Mans-Tours,['Attente à Caen pour permettre une correspondance avec un train venant de Cherbourg']
2019-11-14,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,['Mise à quai tardive de la locomotive au départ de Brive (6 mn de retard)']
2019-11-14,intercites,Paris-Briançon,
2019-11-15,transilien,A,"[""Signal d'alarme à Chatelet (zone RATP)"", 'Panne de signalisation à Achère', ""Panne d'une rame à Achères-Ville""]"
2019-11-15,transilien,B,"['Conditions météo défavorables au sud de la ligne', 'Retard des trains au départ de Mitry-Claye', ""Panne d'une rame à Gare-du-Nord""]"
2019-11-15,transilien,C,"[""Chute d'un arbre sur les caténaires à Montigny-Beauchamp"", 'Dérangement de signalisation à Chamarande', 'Conditions météo défavorables avec de fortes pluies', ""Intrusion d'un individu sur les voies aux Grésillons""]"
2019-11-15,transilien,D,"['Conséquences des retards du RER B en intra-muros', 'Conséquences du suicide de la veille à Garges']"
2019-11-15,transilien,E,"['Travaux de maintenance des voies de nuit terminés en retard à Nogent-le-Perreux', 'Dérangement de la signalisation entre Rosa-Parks et Magenta']"
2019-11-15,transilien,H,"[""Chute d'un arbre sur les caténaires à Montigny-Beauchamp"", 'Inondation du souterrain piétons de Sarcelles-St-Brice']"
2019-11-15,transilien,J,"['Mises en place tardives des rames des trains Intercités au départ de Paris-St-Lazare', 'Dérangement de signalisation à Paris-Batignolles', ""Signal d'alarme malveillant à Argenteuil"", 'Avaries sur des rames à Poissy et Gisors']"
2019-11-15,transilien,K,
2019-11-15,transilien,L,
2019-11-15,transilien,N,['Conséquences des retards des trains TER entre Le Mans et Rambouillet en raison des conditions météo défavorables']
2019-11-15,transilien,P,
2019-11-15,transilien,R,"['Mises en place tardives des rames au départ de Gare-de-Lyon', ""Avarie sur une porte d'une rame à Montereau""]"
2019-11-15,transilien,U,
2019-11-15,transilien,T4,
2019-11-15,transilien,T11,['Panne du système radio sur la ligne']
2019-11-15,ter,Grand Est,
2019-11-15,ter,Nouvelle-Aquitaine,['panne de signalisation à St Vincent de Tyrosse (14 trains impactés)']
2019-11-15,ter,Auvergne-Rhône-Alpes,['conséquences des dégâts causés par les fortes chutes de neige']
2019-11-15,ter,Bourgogne-Franche-Comté,['panne de signalisation à Montchanin (7 trains impactés)']
2019-11-15,ter,Bretagne,['panne de train à Messac (15 trains impactés)']
2019-11-15,ter,Centre-Val de Loire,['travaux sur les voies à Mer (7 trains impactés)']
2019-11-15,ter,Occitanie,['travaux dans les voies à Vestric (8 trains impactés)']
2019-11-15,ter,Hauts-de-France,['Avarie sur un train à Lille Flandres (36 trains impactés)']
2019-11-15,ter,Normandie,['avarie sur un train à Montvilliers (7 trains impactés)']
2019-11-15,ter,Pays de la Loire,
2019-11-15,ter,Provence-Alpes-Côte d'Azur,['travaux dans les voies à Bandol (28 trains impactés)']
2019-11-15,tgv,nord,['conséquences des intempéries dans le Sud-Est (12 trains impactés)']
2019-11-15,tgv,est,
2019-11-15,tgv,atlantique,"['limitation de vitesse liée aux travaux à Angers (9 trains impactés)', ""heurt d'animal à Louvigné de Bais (9 trains impactés)""]"
2019-11-15,tgv,sudest,"[""défaut d'alimentation électrique lié aux intempéries en région Rhône Alpes (67 trains impactés)"", 'conséquences intempéries à Grenoble (13 trains impactés)', 'conséquences intempéries à Lyon-Perrache (12 trains impactés)', 'limitation de vitesse liée aux travaux à Valenton (7 trains impactés)']"
2019-11-15,tgv,ouigo,"[""panne d'un train à Paris-Montparnasse (2 trains impactés)""]"
2019-11-15,tgv,europe,['conséquences intempéries en Rhône-Alpes (9 trains impactés) et dans le Sud-Est (6 trains impactés)']
2019-11-15,intercites,Paris-Limoges-Toulouse,"[""Absence d'un conducteur au départ de Brive (en raison d’un accident routier)"", 'Panne de locomotive à Paris', ""Manifestations d'usagers en gare d'Argenton-sur-Creuse""]"
2019-11-15,intercites,Paris-Clermont,
2019-11-15,intercites,Bordeaux-Marseille,
2019-11-15,intercites,Nantes-Bordeaux,['Vitesses limitées entre Rochefort et La Roche sur Yon en raison de travaux de modernisation des voies']
2019-11-15,intercites,Nantes-Lyon,
2019-11-15,intercites,Toulouse-Bayonne,
2019-11-15,intercites,Clermont-Béziers,
2019-11-15,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Vitesses limitées entre Molay Littry et Lison suite aux travaux de confortement des voies après les dégradations causées par les fortes pluies', 'Pannes de trains à Paris St Lazare', 'Mises en place tardives de trains au départ à Paris en pointe de soirée']"
2019-11-15,intercites,Paris-Rouen-Le Havre,"['Pannes de trains à Paris St Lazare', 'Mises en place tardives de trains au départ à Paris en pointe de soirée']"
2019-11-15,intercites,Paris-Granville,['Difficultés dans la gestion des circulations en Ile-de-France']
2019-11-15,intercites,Caen-Le Mans-Tours,['Vitesses limitées entre Neuville-sur-Sarthe et La Hutte-Coulombiers']
2019-11-15,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-15,intercites,Paris-Briançon,['Pas de circulation possible en raison des dégâts causés par les fortes chutes de neige']
2019-11-16,transilien,A,
2019-11-16,transilien,B,"[""Intrusion d'un individu dans le tunnel à Aéroport-CDG 1"", 'Procédure colis suspect à Aéroport-CDG 2']"
2019-11-16,transilien,C,
2019-11-16,transilien,D,
2019-11-16,transilien,E,
2019-11-16,transilien,H,
2019-11-16,transilien,J,
2019-11-16,transilien,K,['Dérangement de signalisation à La Plaine']
2019-11-16,transilien,L,
2019-11-16,transilien,N,
2019-11-16,transilien,P,
2019-11-16,transilien,R,
2019-11-16,transilien,U,
2019-11-16,transilien,T4,
2019-11-16,transilien,T11,"[""Difficultés d'exploitation""]"
2019-11-16,ter,Grand Est,
2019-11-16,ter,Nouvelle-Aquitaine,
2019-11-16,ter,Auvergne-Rhône-Alpes,
2019-11-16,ter,Bourgogne-Franche-Comté,
2019-11-16,ter,Bretagne,
2019-11-16,ter,Centre-Val de Loire,
2019-11-16,ter,Occitanie,
2019-11-16,ter,Hauts-de-France,
2019-11-16,ter,Normandie,"[""heurt d'un troupeau de vaches à Bréauté Beuzeville (10 trains impactés)""]"
2019-11-16,ter,Pays de la Loire,
2019-11-16,ter,Provence-Alpes-Côte d'Azur,
2019-11-16,tgv,nord,
2019-11-16,tgv,est,
2019-11-16,tgv,atlantique,
2019-11-16,tgv,sudest,['conséquences des intempéries en région Auvergne Rhône Alpes (24 trains impactés)']
2019-11-16,tgv,ouigo,
2019-11-16,tgv,europe,"[""heurt d'un sanglier à Vergigny (20 trains impactés)""]"
2019-11-16,intercites,Paris-Limoges-Toulouse,"[""Manifestation en gare d'Argenton-sur-Creuse"", 'Vitesse limitée vers Uzerche en raison des conditions météo (rails glissants)', 'Panne de locomotive à Limoges']"
2019-11-16,intercites,Paris-Clermont,
