date,famille_transport,ligne,incidents
2019-11-16,intercites,Bordeaux-Marseille,"['A Cadaujac, passage à niveau sous surveillance consécutivement à un signalement de dysfonctionnement par un riverain la veille']"
2019-11-16,intercites,Nantes-Bordeaux,['Acte de malveillance sur un passage à niveau entre Marans et La Rochelle']
2019-11-16,intercites,Nantes-Lyon,
2019-11-16,intercites,Toulouse-Bayonne,
2019-11-16,intercites,Clermont-Béziers,"[""Panne d'un système de sécurité (détecteur de filets anti-chute de pierres) entre Issoire et Vic le Comte""]"
2019-11-16,intercites,Paris-Caen-Cherbourg Trouville/Deauville,['Pannes de trains à Paris']
2019-11-16,intercites,Paris-Rouen-Le Havre,
2019-11-16,intercites,Paris-Granville,
2019-11-16,intercites,Caen-Le Mans-Tours,
2019-11-16,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,"[""Panne d'un train TER à Ax-les-Thermes""]"
2019-11-16,intercites,Paris-Briançon,['Pas de circulation possible en raison des dégâts causés par les fortes chutes de neige jeudi dernier']
2019-11-17,transilien,A,
2019-11-17,transilien,B,
2019-11-17,transilien,C,
2019-11-17,transilien,D,
2019-11-17,transilien,E,
2019-11-17,transilien,H,
2019-11-17,transilien,J,
2019-11-17,transilien,K,
2019-11-17,transilien,L,
2019-11-17,transilien,N,
2019-11-17,transilien,P,['Acte de malveillance (jets de pierres sur les trains) à La Villette']
2019-11-17,transilien,R,['Personne suicidaire entre Moret et Montargis']
2019-11-17,transilien,U,
2019-11-17,transilien,T4,
2019-11-17,transilien,T11,"[""Difficultés d'exploitation""]"
2019-11-17,ter,Grand Est,
2019-11-17,ter,Nouvelle-Aquitaine,"[""Heurt d'un véhicule à un passage à niveau à Saintes (6 trains impactés)"", 'Panne de train à Royan (4 trains impactés)']"
2019-11-17,ter,Auvergne-Rhône-Alpes,['Suite des conséquences des fortes chutes de neige']
2019-11-17,ter,Bourgogne-Franche-Comté,
2019-11-17,ter,Bretagne,
2019-11-17,ter,Centre-Val de Loire,
2019-11-17,ter,Occitanie,
2019-11-17,ter,Hauts-de-France,
2019-11-17,ter,Normandie,
2019-11-17,ter,Pays de la Loire,
2019-11-17,ter,Provence-Alpes-Côte d'Azur,
2019-11-17,tgv,nord,
2019-11-17,tgv,est,['acte de malveillance (jets de pierres sur les trains) à La Villette (9 trains impactés)']
2019-11-17,tgv,atlantique,
2019-11-17,tgv,sudest,"[""dérangement d'installation à Miribel (18 trains impactés)"", 'conséquences des intempéries à Allan (6 trains impactés)']"
2019-11-17,tgv,ouigo,
2019-11-17,tgv,europe,
2019-11-17,intercites,Paris-Limoges-Toulouse,
2019-11-17,intercites,Paris-Clermont,"[""Présence d'une personne suicidaire sur les voies entre Moret et Montargis""]"
2019-11-17,intercites,Bordeaux-Marseille,['Bâche mal fixées sur un train de marchandises entre Montauban et Agen']
2019-11-17,intercites,Nantes-Bordeaux,['Vitesses limitées à différents endroits de la ligne suite aux travaux de modernisation des voies']
2019-11-17,intercites,Nantes-Lyon,
2019-11-17,intercites,Toulouse-Bayonne,
2019-11-17,intercites,Clermont-Béziers,['Difficultés de gestion des circulations sur la voie unique']
2019-11-17,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Vitesses ralenties suite aux travaux entre Molay-Littry et Lison suite aux intempéries du 13 novembre', 'Heurt de chevreuil à Lisieux']"
2019-11-17,intercites,Paris-Rouen-Le Havre,
2019-11-17,intercites,Paris-Granville,
2019-11-17,intercites,Caen-Le Mans-Tours,"[""Ouverture des portes d'un train par un voyageur après le départ en gare de Mézidon""]"
2019-11-17,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-17,intercites,Paris-Briançon,
2019-11-18,transilien,A,"['Incident de signalisation sur une rame entre Nation et Gare de Lyon (zone RATP)', 'Individu suicidaire sur les quais de La Défense (zone RATP)', ""Heurt d'un sanglier à Achères-Grand-Cormier""]"
2019-11-18,transilien,B,"['Intervention de police à Chatelet (zone RATP)', ""Signal d'alarme à Port-Royal (zone RATP)"", ""Signal d'alarme à Gare du Nord pour un bagage suspect dans une rame""]"
2019-11-18,transilien,C,"[""Signal d'alarme à Juvisy"", 'Individu dans les voies entre Ivry-sur-Seine et Vitry-sur-Seine', 'Bagage suspect dans une rame à Brétigny', 'Mouvement social local à Versailles']"
2019-11-18,transilien,D,"['Bagage suspect sur le quai à Gare du Nord', 'Avarie sur une rame à Gare du Nord']"
2019-11-18,transilien,E,
2019-11-18,transilien,H,
2019-11-18,transilien,J,"['Panne du suivi des trains entre Conflans-Ste-Honorine et Mantes-la-Jolie', 'Rames immobilisées en maintenance']"
2019-11-18,transilien,K,
2019-11-18,transilien,L,
2019-11-18,transilien,N,
2019-11-18,transilien,P,"['Jets de pierres sur les trains vers La Villette', 'Gênes des circulation par un train de marchandises puis par un train TER en retard', 'Vitesses limitées entre Trilport et La Ferté-Milon en raison des conditions climatiques (rails glissants)']"
2019-11-18,transilien,R,"[""Panne d'une rame entre Fontainebleau et Thomery""]"
2019-11-18,transilien,U,
2019-11-18,transilien,T4,['Heurt avec un véhicule routier à Rougemont-Chanteloup']
2019-11-18,transilien,T11,"[""Difficultés d'exploitation""]"
2019-11-18,ter,Grand Est,
2019-11-18,ter,Nouvelle-Aquitaine,"['Givre sur la caténaire dans le secteur de Ruffec (11 trains impactés)', 'Vitesses ralenties entre Saintes et Pisany (9 trains impactés)']"
2019-11-18,ter,Auvergne-Rhône-Alpes,
2019-11-18,ter,Bourgogne-Franche-Comté,"['Ruptures de plusieurs filets de détections d’obstacles près de Clerval (arbres ployés par le poids d’une neige lourde) (28 trains retardés)', 'Panne de train à Fontainebleau-Avon (8 trains impactés)']"
2019-11-18,ter,Bretagne,
2019-11-18,ter,Centre-Val de Loire,
2019-11-18,ter,Occitanie,
2019-11-18,ter,Hauts-de-France,"['Heurt d’un véhicule routier sur un passage à niveau entre Valenciennes et Aulnoye-Aimeries (26 trains retardés)', 'Panne de signalisation à Paris Nord (13 trains impactés)', ""Panne d'aiguillage à Paris Nord (9 trains impactés)"", 'Avarie sur un train au départ de St-Quentin (8 trains retardés)']"
2019-11-18,ter,Normandie,"['Incident caténaire à Barentin (8 trains impactés)', ""Vitesses ralenties entre Lison et Le Molay suite à l'éboulement d'un talus (5 trains impactés)""]"
2019-11-18,ter,Pays de la Loire,
2019-11-18,ter,Provence-Alpes-Côte d'Azur,
2019-11-18,tgv,nord,
2019-11-18,tgv,est,
2019-11-18,tgv,atlantique,
2019-11-18,tgv,sudest,
2019-11-18,tgv,ouigo,
2019-11-18,tgv,europe,
2019-11-18,intercites,Paris-Limoges-Toulouse,"[""Présence d 'une personne dans les voies à Vitry sur Seine"", 'Vitesses ralenties suite aux conditions météo rendant le rail glissant sur le Limousin']"
2019-11-18,intercites,Paris-Clermont,"[""Répercussions de la panne d'un train Transilien à Fontainebleau""]"
2019-11-18,intercites,Bordeaux-Marseille,
2019-11-18,intercites,Nantes-Bordeaux,
2019-11-18,intercites,Nantes-Lyon,
2019-11-18,intercites,Toulouse-Bayonne,['Panne de signalisation entre Ossun et Lourdes']
2019-11-18,intercites,Clermont-Béziers,['Vitesses ralenties suite à un rail endommagé entre Neussargues et Marvejols']
2019-11-18,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"[""Vitesses ralenties entre Lison et Le Molay suite à l'éboulement d'un talus"", ""Heurt de biches à Pont l'Evêque""]"
2019-11-18,intercites,Paris-Rouen-Le Havre,['Incident caténaire à Foucart']
2019-11-18,intercites,Paris-Granville,
2019-11-18,intercites,Caen-Le Mans-Tours,"[""Prise en charge d'une personne en situation de handicap en gare du Mans""]"
2019-11-18,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-18,intercites,Paris-Briançon,
2019-11-18,transilien,A,"['Incident de signalisation sur une rame entre Nation et Gare de Lyon (zone RATP)', 'Individu suicidaire sur les quais de La Défense (zone RATP)', ""Heurt d'un sanglier à Achères-Grand-Cormier""]"
2019-11-18,transilien,B,"['Intervention de police à Chatelet (zone RATP)', ""Signal d'alarme à Port-Royal (zone RATP)"", ""Signal d'alarme à Gare du Nord pour un bagage suspect dans une rame""]"
2019-11-18,transilien,C,"[""Signal d'alarme à Juvisy"", 'Individu dans les voies entre Ivry-sur-Seine et Vitry-sur-Seine', 'Bagage suspect dans une rame à Brétigny', 'Mouvement social local à Versailles']"
2019-11-18,transilien,D,"['Bagage suspect sur le quai à Gare du Nord', 'Avarie sur une rame à Gare du Nord']"
2019-11-18,transilien,E,
2019-11-18,transilien,H,
2019-11-18,transilien,J,"['Panne du suivi des trains entre Conflans-Ste-Honorine et Mantes-la-Jolie', 'Rames immobilisées en maintenance']"
2019-11-18,transilien,K,
2019-11-18,transilien,L,
2019-11-18,transilien,N,
2019-11-18,transilien,P,"['Jets de pierres sur les trains vers La Villette', 'Gênes des circulation par un train de marchandises puis par un train TER en retard', 'Vitesses limitées entre Trilport et La Ferté-Milon en raison des conditions climatiques (rails glissants)']"
2019-11-18,transilien,R,"[""Panne d'une rame entre Fontainebleau et Thomery""]"
2019-11-18,transilien,U,
2019-11-18,transilien,T4,['Heurt avec un véhicule routier à Rougemont-Chanteloup']
2019-11-18,transilien,T11,"[""Difficultés d'exploitation""]"
2019-11-18,ter,Grand Est,
2019-11-18,ter,Nouvelle-Aquitaine,"['Givre sur la caténaire dans le secteur de Ruffec (11 trains impactés)', 'Vitesses ralenties entre Saintes et Pisany (9 trains impactés)']"
2019-11-18,ter,Auvergne-Rhône-Alpes,
2019-11-18,ter,Bourgogne-Franche-Comté,"['Ruptures de plusieurs filets de détections d’obstacles près de Clerval (arbres ployés par le poids d’une neige lourde) (28 trains retardés)', 'Panne de train à Fontainebleau-Avon (8 trains impactés)']"
2019-11-18,ter,Bretagne,
2019-11-18,ter,Centre-Val de Loire,
2019-11-18,ter,Occitanie,
2019-11-18,ter,Hauts-de-France,"['Heurt d’un véhicule routier sur un passage à niveau entre Valenciennes et Aulnoye-Aimeries (26 trains retardés)', 'Panne de signalisation à Paris Nord (13 trains impactés)', ""Panne d'aiguillage à Paris Nord (9 trains impactés)"", 'Avarie sur un train au départ de St-Quentin (8 trains retardés)']"
2019-11-18,ter,Normandie,"['Incident caténaire à Barentin (8 trains impactés)', ""Vitesses ralenties entre Lison et Le Molay suite à l'éboulement d'un talus (5 trains impactés)""]"
2019-11-18,ter,Pays de la Loire,
2019-11-18,ter,Provence-Alpes-Côte d'Azur,
2019-11-18,tgv,nord,
2019-11-18,tgv,est,['Jets de pierres sur les trains près de la Villete (8 trains retardés)']
2019-11-18,tgv,atlantique,['Vitesses limitées vers Angers suite à des travaux sur les voies (7 trains retardés)']
2019-11-18,tgv,sudest,
2019-11-18,tgv,ouigo,
2019-11-18,tgv,europe,
2019-11-18,intercites,Paris-Limoges-Toulouse,"[""Présence d 'une personne dans les voies à Vitry sur Seine"", 'Vitesses ralenties suite aux conditions météo rendant le rail glissant sur le Limousin']"
2019-11-18,intercites,Paris-Clermont,"[""Répercussions de la panne d'un train Transilien à Fontainebleau""]"
2019-11-18,intercites,Bordeaux-Marseille,
2019-11-18,intercites,Nantes-Bordeaux,
2019-11-18,intercites,Nantes-Lyon,
2019-11-18,intercites,Toulouse-Bayonne,['Panne de signalisation entre Ossun et Lourdes']
2019-11-18,intercites,Clermont-Béziers,['Vitesses ralenties suite à un rail endommagé entre Neussargues et Marvejols']
2019-11-18,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"[""Vitesses ralenties entre Lison et Le Molay suite à l'éboulement d'un talus"", ""Heurt de biches à Pont l'Evêque""]"
2019-11-18,intercites,Paris-Rouen-Le Havre,['Incident caténaire à Foucart']
2019-11-18,intercites,Paris-Granville,
2019-11-18,intercites,Caen-Le Mans-Tours,"[""Prise en charge d'une personne en situation de handicap en gare du Mans""]"
2019-11-18,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-18,intercites,Paris-Briançon,
2019-11-19,transilien,A,"['divers incidents en zone RATP', ""panne d'installations techniques sur les voies à Cergy""]"
2019-11-19,transilien,B,"['divers incidents en zone RATP', 'rames en maintenance']"
2019-11-19,transilien,C,"['travaux sur les voies terminés en retard', 'panne de signalisation', 'rames en maintenance']"
2019-11-19,transilien,D,"['travaux sur les voies terminés en retard', 'rames en maintenance']"
2019-11-19,transilien,E,"['travaux sur les voies terminés en retard', ""coupure d'alimentation électrique à Noisy-le-Sec suite à incident sur un chantier sur voie de service""]"
2019-11-19,transilien,H,
2019-11-19,transilien,J,
2019-11-19,transilien,K,
2019-11-19,transilien,L,
2019-11-19,transilien,N,"['erreur agent de conduite à Bellevue', ""interruption de la circulation à Paris Montparnasse suite au déclenchement d'une alerte radio au technicentre de Chatillon""]"
2019-11-19,transilien,P,"['pannes de signalisation à Lagny et Grandpuits', 'travaux sur les voies terminés en retard', ""coupure d'alimentation électrique à Noisy-le-Sec suite à incident sur un chantier sur voie de service""]"
2019-11-19,transilien,R,
2019-11-19,transilien,U,
2019-11-19,transilien,T4,
2019-11-19,transilien,T11,
2019-11-19,ter,Grand Est,
2019-11-19,ter,Nouvelle-Aquitaine,"['vitesses limitées pour givre sur les caténaires (13 trains retardés)', ""panne d'un train de marchandises à Lamagistère (7 trains retardés)"", 'travaux de nuit terminés en retard à Beillant (6 trains retardés)']"
2019-11-19,ter,Auvergne-Rhône-Alpes,
2019-11-19,ter,Bourgogne-Franche-Comté,
2019-11-19,ter,Bretagne,
2019-11-19,ter,Centre-Val de Loire,
2019-11-19,ter,Occitanie,
2019-11-19,ter,Hauts-de-France,"[""panne d'un TER à Douai (19 trains retardés)"", 'ralentissement pour cause de travaux sur les voies à Amiens (11 trains retardés)', 'avarie sur un TER à Arras (6 trains retardés)']"
2019-11-19,ter,Normandie,"[""panne d'un passage à niveau à Barentin (8 trains retardés)"", 'travaux de nuit sur les voies terminés en retard aux Mureaux (6 trains retardés)', 'avarie sur un train de marchandises à Motteville (5 trains retardés)']"
2019-11-19,ter,Pays de la Loire,
2019-11-19,ter,Provence-Alpes-Côte d'Azur,
2019-11-19,tgv,nord,
2019-11-19,tgv,est,
2019-11-19,tgv,atlantique,
2019-11-19,tgv,sudest,
2019-11-19,tgv,ouigo,
2019-11-19,tgv,europe,
2019-11-19,intercites,Paris-Limoges-Toulouse,
2019-11-19,intercites,Paris-Clermont,
2019-11-19,intercites,Bordeaux-Marseille,
2019-11-19,intercites,Nantes-Bordeaux,"['Travaux sur les voies terminés en retard entre Jonzac et Beillant', 'Pannes de signalisation à Jonzac et à Pons', 'Panne de train à Nantes']"
2019-11-19,intercites,Nantes-Lyon,
2019-11-19,intercites,Toulouse-Bayonne,
2019-11-19,intercites,Clermont-Béziers,"[""Vitesses ralenties en raison d'un rail endommagé entre Neussargues et Marvejols""]"
2019-11-19,intercites,Paris-Caen-Cherbourg Trouville/Deauville,
2019-11-19,intercites,Paris-Rouen-Le Havre,
2019-11-19,intercites,Paris-Granville,
2019-11-19,intercites,Caen-Le Mans-Tours,
2019-11-19,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-19,intercites,Paris-Briançon,
2019-11-20,transilien,A,['Divers incidents en zone RATP.']
2019-11-20,transilien,B,"['Divers incidents en zone RATP.', 'Rames nécessitant de rester en maintenance.']"
2019-11-20,transilien,C,"['Restitution tardive de travaux à Orly.', ""Panne d'un train à Pontoise.""]"
2019-11-20,transilien,D,"[""Panne d'aiguillage à Villeneuve Saint-Georges.""]"
2019-11-20,transilien,E,
2019-11-20,transilien,H,"[""Panne d'un train à Pontoise."", 'Personne suicidaire à Creil.']"
2019-11-20,transilien,J,
2019-11-20,transilien,K,
2019-11-20,transilien,L,
2019-11-20,transilien,N,['Rames bloquées au technicentre suite à des retards de travaux.']
2019-11-20,transilien,P,"[""Absence d'alimentation électrique pendant 15' en pointe de soirée sur le secteur de Pantin-Noisy.""]"
2019-11-20,transilien,R,"[""Panne d'aiguillage à Villeneuve Saint-Georges"", 'Retard de trains Fret dans le secteur de Villeneuve.']"
2019-11-20,transilien,U,
2019-11-20,transilien,T4,"[""Panne d'un tram-train à l'Abbaye.""]"
2019-11-20,transilien,T11,['Absence de conducteurs.']
2019-11-20,ter,Grand Est,
2019-11-20,ter,Nouvelle-Aquitaine,"[""Panne de portes d'un train à Mussidan (10 TER impactés)."", 'Panne de signalisation à Morcenx (5 TER impactés).']"
2019-11-20,ter,Auvergne-Rhône-Alpes,
